File.accession	File.format	Output.type	Experiment.accession	Assay	Biosample.term.id	Biosample.term.name	Biosample.type	Biosample.organism	Biosample.treatments	Biosample.treatments.amount	Biosample.treatments.duration	Biosample.genetic.modifications.methods	Biosample.genetic.modifications.categories	Biosample.genetic.modifications.targets	Biosample.genetic.modifications.gene.targets	Biosample.genetic.modifications.site.coordinates	Biosample.genetic.modifications.zygosity	Experiment.target	Library.made.from	Library.depleted.in	Library.extraction.method	Library.lysis.method	Library.crosslinking.method	Library.strand.specific	Experiment.date.released	Project	RBNS.protein.concentration	Library.fragmentation.method	Library.size.range	Biological.replicate.s.	Technical.replicate	Read.length	Mapped.read.length	Run.type	Paired.end	Paired.with	Derived.from	Size	Lab	md5sum	dbxrefs	File.download.URL	Assembly	Genome.annotation	Platform	Controlled.by	File.Status	s3_uri	Audit.WARNING	Audit.INTERNAL_ACTION	Audit.NOT_COMPLIANT	Audit.ERROR
ENCFF405GHU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR620YNB	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	KAT2B-human	DNA	NA	NA			False	2014-07-07	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF666HXY, ENCFF747RWF, ENCFF793DXA	43432	ENCODE Processing Pipeline	447e24df226cb5aa1288dd5643f4af58		https://www.encodeproject.org/files/ENCFF405GHU/@@download/ENCFF405GHU.bed.gz	hg19	NA			released	s3://encode-public/2018/02/26/bbb45594-fc6d-48e6-9106-9ed6e7c195a8/ENCFF405GHU.bed.gz	NA	NA	NA	NA
ENCFF420KEV	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BNT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	YY1-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF224GWF, ENCFF387XCG, ENCFF725GND	399156	ENCODE Processing Pipeline	88ed7aa67f32ef173648f7033515b4f7		https://www.encodeproject.org/files/ENCFF420KEV/@@download/ENCFF420KEV.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/06f53a6b-e447-47b2-833b-b1305043f0b2/ENCFF420KEV.bed.gz	NA	NA	NA	NA
ENCFF763XLN	bed narrowPeak	optimal IDR thresholded peaks	ENCSR412ZDC	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/AHR-human/	NA	NA	NA	AHR-human	DNA	NA	NA			False	2018-02-10	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF447QUH, ENCFF643WIF, ENCFF988PCN	208740	ENCODE Processing Pipeline	8ad14bba8001263317e4d936a270504a		https://www.encodeproject.org/files/ENCFF763XLN/@@download/ENCFF763XLN.bed.gz	hg19	NA			released	s3://encode-public/2018/02/09/9f56f908-3a9a-4b4f-a5ff-f06937de0855/ENCFF763XLN.bed.gz	NA	NA	NA	NA
ENCFF017BKY	bed narrowPeak	optimal IDR thresholded peaks	ENCSR560SEP	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/RXRB-human/	NA	NA	NA	RXRB-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF364UVL, ENCFF626GMB, ENCFF910UCA	696672	ENCODE Processing Pipeline	2b15188b3ad3a3d9ddb6432706cf78be		https://www.encodeproject.org/files/ENCFF017BKY/@@download/ENCFF017BKY.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/671b0872-908c-4a15-aa83-aa4c83b0dd80/ENCFF017BKY.bed.gz	NA	NA	NA	NA
ENCFF072UEX	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	RAD21-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF020QWB, ENCFF374LID, ENCFF415ZQD	944041	ENCODE Processing Pipeline	1ff2fbb867b1a9a4b26928036292ae06		https://www.encodeproject.org/files/ENCFF072UEX/@@download/ENCFF072UEX.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/c01f9850-2ed9-455f-a3e9-d964068e00c0/ENCFF072UEX.bed.gz	NA	NA	NA	NA
ENCFF010AHT	bed narrowPeak	optimal IDR thresholded peaks	ENCSR925QAW	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/HMG20B-human/	NA	NA	NA	HMG20B-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF092ZFD, ENCFF220YHP, ENCFF583AUI	245284	ENCODE Processing Pipeline	67f37ae1d9575e5c25381d7ed4b1ddec		https://www.encodeproject.org/files/ENCFF010AHT/@@download/ENCFF010AHT.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/a331e473-8408-4aab-a84d-140bd431154e/ENCFF010AHT.bed.gz	NA	NA	NA	NA
ENCFF418WDR	bed narrowPeak	optimal IDR thresholded peaks	ENCSR253OON	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ATF1-human/	NA	NA	NA	ATF1-human	DNA	NA	NA			False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF091AYC, ENCFF246FCW, ENCFF705EEN	254742	ENCODE Processing Pipeline	66a153f2060d613665c656ed0f47f943		https://www.encodeproject.org/files/ENCFF418WDR/@@download/ENCFF418WDR.bed.gz	hg19	NA			released	s3://encode-public/2016/06/13/23f4f8b0-bf07-4624-b746-26c5b9631022/ENCFF418WDR.bed.gz	NA	NA	NA	NA
ENCFF161PGD	bed narrowPeak	optimal IDR thresholded peaks	ENCSR112ALD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	CREB1-human	DNA	NA	NA			False	2017-11-14	ENCODE	NA	NA	NA	2, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF365ROK, ENCFF708DXF, ENCFF732KKY	753611	ENCODE Processing Pipeline	8cffc6ccd34129dc10ef7665da0c304d		https://www.encodeproject.org/files/ENCFF161PGD/@@download/ENCFF161PGD.bed.gz	hg19	NA			released	s3://encode-public/2017/11/11/3889adbe-c0c8-469b-a518-aad95f92d507/ENCFF161PGD.bed.gz	NA	NA	NA	NA
ENCFF482JUM	bed narrowPeak	optimal IDR thresholded peaks	ENCSR765MKZ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/DRAP1-human/	NA	NA	NA	DRAP1-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF083IKY, ENCFF503ZGC, ENCFF759NHQ	456255	ENCODE Processing Pipeline	d5d8bec4d85b0c82b06d3636d9357540		https://www.encodeproject.org/files/ENCFF482JUM/@@download/ENCFF482JUM.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/6c0f1503-4304-49dd-84e5-f709f1f3bf27/ENCFF482JUM.bed.gz	NA	NA	NA	NA
ENCFF202AQO	bed narrowPeak	optimal IDR thresholded peaks	ENCSR909GJR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/MXD3-human/	NA	NA	NA	MXD3-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF196FXV, ENCFF464VQL, ENCFF777YXO	301700	ENCODE Processing Pipeline	0ca838d113acca22a2f25e704229d40c		https://www.encodeproject.org/files/ENCFF202AQO/@@download/ENCFF202AQO.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/a8ada86b-26c7-4543-9fb8-bedd18b5cff4/ENCFF202AQO.bed.gz	NA	NA	NA	NA
ENCFF734ALE	bed narrowPeak	optimal IDR thresholded peaks	ENCSR054FKH	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/RAD21-human/	NA	NA	NA	RAD21-human	DNA	NA	NA			False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF332OXV, ENCFF765AVR, ENCFF925KRY	1069944	ENCODE Processing Pipeline	a693f52a70b13cbf3379c94bebd70962		https://www.encodeproject.org/files/ENCFF734ALE/@@download/ENCFF734ALE.bed.gz	hg19	NA			released	s3://encode-public/2016/06/13/2facb1a2-5e70-4136-8651-08449bee44a4/ENCFF734ALE.bed.gz	NA	NA	NA	NA
ENCFF210DMP	bed narrowPeak	optimal IDR thresholded peaks	ENCSR590CNM	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	GATA4-human	DNA	NA	NA			False	2016-03-31	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF535NWA, ENCFF571MRI, ENCFF899MNG	213321	ENCODE Processing Pipeline	475820ca8d28d4a631ba7c8abc2cfa52		https://www.encodeproject.org/files/ENCFF210DMP/@@download/ENCFF210DMP.bed.gz	hg19	NA			released	s3://encode-public/2017/03/05/dc80812f-2792-4c3f-9020-13414227b27e/ENCFF210DMP.bed.gz	NA	NA	NA	NA
ENCFF364KSB	bed narrowPeak	optimal IDR thresholded peaks	ENCSR497JLX	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/TEAD1-human/	NA	NA	NA	TEAD1-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF047LKQ, ENCFF406HNE, ENCFF738WOB	593951	ENCODE Processing Pipeline	bb0604f9434f529bf561b827e139e98d		https://www.encodeproject.org/files/ENCFF364KSB/@@download/ENCFF364KSB.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/1189563d-19f0-4d8c-af78-794a41f6f136/ENCFF364KSB.bed.gz	NA	NA	NA	NA
ENCFF476VFJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR531VIJ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/MIER3-human/	NA	NA	NA	MIER3-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF305FQG, ENCFF859UXT, ENCFF999DBF	378862	ENCODE Processing Pipeline	0ed0f060cbac6b7e8769b9d97af53dc3		https://www.encodeproject.org/files/ENCFF476VFJ/@@download/ENCFF476VFJ.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/1640907f-dd38-40fe-ad29-3dc17d3a4a26/ENCFF476VFJ.bed.gz	NA	NA	NA	NA
ENCFF298ZJA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR072GJV	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/HMG20A-human/	NA	NA	NA	HMG20A-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF082DKZ, ENCFF148NBT, ENCFF631EGS	447157	ENCODE Processing Pipeline	0bdf7c5b32ecc67da08cc07185db3471		https://www.encodeproject.org/files/ENCFF298ZJA/@@download/ENCFF298ZJA.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/a329ef69-dfe7-4a12-b199-78fb5676f2c2/ENCFF298ZJA.bed.gz	NA	NA	NA	NA
ENCFF622VPB	bed narrowPeak	optimal IDR thresholded peaks	ENCSR662EOU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/NR2F1-human/	NA	NA	NA	NR2F1-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF310VFF, ENCFF337PEZ, ENCFF359FFB	227729	ENCODE Processing Pipeline	5c97d5ed600a026e3eb833db630d6f42		https://www.encodeproject.org/files/ENCFF622VPB/@@download/ENCFF622VPB.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/a3427b1b-604b-436c-89f7-9abb0f7b21c1/ENCFF622VPB.bed.gz	NA	NA	NA	NA
ENCFF537AFF	bed narrowPeak	optimal IDR thresholded peaks	ENCSR954KIC	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KAT8-human/	NA	NA	NA	KAT8-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF297AUD, ENCFF383RMF, ENCFF462CHT	628370	ENCODE Processing Pipeline	db0556cc501247b369d1c60ce94a85f3		https://www.encodeproject.org/files/ENCFF537AFF/@@download/ENCFF537AFF.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/a19dafa3-007e-4644-9753-567b1560868d/ENCFF537AFF.bed.gz	NA	NA	NA	NA
ENCFF368VEQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR938ETG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KLF9-human/	NA	NA	NA	KLF9-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF294ADJ, ENCFF352ASL, ENCFF394NIB	158026	ENCODE Processing Pipeline	ecdf5c885c2b46009093a37617ab1e1a		https://www.encodeproject.org/files/ENCFF368VEQ/@@download/ENCFF368VEQ.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/710986ce-c18f-49c4-b99b-2ce556c55552/ENCFF368VEQ.bed.gz	NA	NA	NA	NA
ENCFF072OVJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR562POI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/THAP11-human/	NA	NA	NA	THAP11-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF440VUE, ENCFF711TLW, ENCFF759HEQ	646756	ENCODE Processing Pipeline	76ec1717265a528f2a6ce61dd0899733		https://www.encodeproject.org/files/ENCFF072OVJ/@@download/ENCFF072OVJ.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/39a3b30e-71ed-4319-8e8a-3fbabe13a50f/ENCFF072OVJ.bed.gz	NA	NA	NA	NA
ENCFF804RUY	bed narrowPeak	optimal IDR thresholded peaks	ENCSR792MZV	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/MYRF-human/	NA	NA	NA	MYRF-human	DNA	NA	NA			False	2018-02-10	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF015GGC, ENCFF023ZKG, ENCFF133TBZ	125949	ENCODE Processing Pipeline	8919853879d9fd8847317a9f728a4010		https://www.encodeproject.org/files/ENCFF804RUY/@@download/ENCFF804RUY.bed.gz	hg19	NA			released	s3://encode-public/2018/02/09/7d77f864-c0af-488d-a2e2-59ba2c8db402/ENCFF804RUY.bed.gz	NA	NA	NA	NA
ENCFF176KMF	bed narrowPeak	optimal IDR thresholded peaks	ENCSR156CWW	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/DNMT3B-human/	NA	NA	NA	DNMT3B-human	DNA	NA	NA			False	2016-09-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF295HXB, ENCFF453UZM, ENCFF837FJB	193128	ENCODE Processing Pipeline	ce0f99a94593258bc7e60325d0302158		https://www.encodeproject.org/files/ENCFF176KMF/@@download/ENCFF176KMF.bed.gz	hg19	NA			released	s3://encode-public/2016/09/28/e680e901-bc7c-4c04-99eb-b97667363879/ENCFF176KMF.bed.gz	NA	NA	NA	NA
ENCFF930DKI	bed narrowPeak	optimal IDR thresholded peaks	ENCSR656JZL	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/HHEX-human/	NA	NA	NA	HHEX-human	DNA	NA	NA			False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF317NTX, ENCFF778JVV, ENCFF951JQE	147187	ENCODE Processing Pipeline	f9a4f8231a7185827fb5ffa320058755		https://www.encodeproject.org/files/ENCFF930DKI/@@download/ENCFF930DKI.bed.gz	hg19	NA			released	s3://encode-public/2017/03/10/3286b3fb-4e1b-4f9e-a3df-d3ede0f25188/ENCFF930DKI.bed.gz	NA	NA	NA	NA
ENCFF933GHY	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	RFX5-human	DNA	NA	NA			False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF003GUP, ENCFF304RUP, ENCFF777PZJ	138519	ENCODE Processing Pipeline	27647aa248b0cf30ae4671167b3b5fa0		https://www.encodeproject.org/files/ENCFF933GHY/@@download/ENCFF933GHY.bed.gz	hg19	NA			released	s3://encode-public/2017/12/09/8034046b-b87d-41c1-8036-2f0b279ebfbb/ENCFF933GHY.bed.gz	NA	NA	NA	NA
ENCFF992LSQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BJM	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	POLR2A-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF078TDL, ENCFF680IKB, ENCFF856HRW	517708	ENCODE Processing Pipeline	81d6b8fdb37687f1bf9564bd4fc59102		https://www.encodeproject.org/files/ENCFF992LSQ/@@download/ENCFF992LSQ.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/40607ea8-6dab-47d0-b0be-2584410c6883/ENCFF992LSQ.bed.gz	NA	NA	NA	NA
ENCFF075PDC	bed narrowPeak	optimal IDR thresholded peaks	ENCSR210ZYL	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	NBN-human	DNA	NA	NA			False	2017-05-18	ENCODE	NA	NA	NA	3, 4	NA	NA	NA		NA		ENCFF001TDO, ENCFF084RKF, ENCFF860QPW, ENCFF904SKF	48337	ENCODE Processing Pipeline	abda608c14d5e0e618df18420c4dc60b		https://www.encodeproject.org/files/ENCFF075PDC/@@download/ENCFF075PDC.bed.gz	hg19	NA			released	s3://encode-public/2016/11/16/bd386276-0ec6-4670-93ef-3633bc75b268/ENCFF075PDC.bed.gz	NA	NA	NA	NA
ENCFF002ROJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BNI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	FOXA2-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF767MET, ENCFF782XTI, ENCFF850ZXW	823038	ENCODE Processing Pipeline	5e3ca1038ebee9259751b5b2bc902c3a		https://www.encodeproject.org/files/ENCFF002ROJ/@@download/ENCFF002ROJ.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/f2c69a53-853f-4e9a-a0bd-68e333cae30d/ENCFF002ROJ.bed.gz	NA	NA	NA	NA
ENCFF474PQH	bed narrowPeak	optimal IDR thresholded peaks	ENCSR959OMS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/SAP130-human/	NA	NA	NA	SAP130-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF286WLG, ENCFF477WZN, ENCFF545JRB	1168788	ENCODE Processing Pipeline	3eb957224dad0741804f8f3702384e00		https://www.encodeproject.org/files/ENCFF474PQH/@@download/ENCFF474PQH.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/e5664590-2dc0-497e-b49a-4be9ee2187f2/ENCFF474PQH.bed.gz	NA	NA	NA	NA
ENCFF091JTI	bed narrowPeak	optimal IDR thresholded peaks	ENCSR087NSR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KDM1A-human/	NA	NA	NA	KDM1A-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF180JHY, ENCFF569BHW, ENCFF654YKE	258088	ENCODE Processing Pipeline	6418c61d84c0b6e1288de5533770b0ad		https://www.encodeproject.org/files/ENCFF091JTI/@@download/ENCFF091JTI.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/f938a132-72a9-4551-a308-a2b186287720/ENCFF091JTI.bed.gz	NA	NA	NA	NA
ENCFF800XTT	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EDZ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	MAFK-human	DNA	NA	NA			False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF227YDJ, ENCFF422YLS, ENCFF700LQD	806864	ENCODE Processing Pipeline	438973c4146937122e69e33c208d92a0		https://www.encodeproject.org/files/ENCFF800XTT/@@download/ENCFF800XTT.bed.gz	hg19	NA			released	s3://encode-public/2016/08/23/8d1953ae-c77c-44db-932f-ae34dddf070b/ENCFF800XTT.bed.gz	NA	NA	NA	NA
ENCFF132QLW	bed narrowPeak	optimal IDR thresholded peaks	ENCSR145BHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	NFRKB-human	DNA	NA	NA			False	2017-06-29	ENCODE	NA	NA	NA	3, 4	NA	NA	NA		NA		ENCFF001TDO, ENCFF205IWA, ENCFF281WBT, ENCFF724KFJ	47424	ENCODE Processing Pipeline	5a36af6c01b964b6983e7d773ad1b220		https://www.encodeproject.org/files/ENCFF132QLW/@@download/ENCFF132QLW.bed.gz	hg19	NA			released	s3://encode-public/2016/09/01/fd17ca9c-0ebc-412c-a2e6-31fc91d93318/ENCFF132QLW.bed.gz	NA	NA	NA	NA
ENCFF395KPJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BHP	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	FOSL2-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF449NJO, ENCFF620ZIR, ENCFF661ITW	531483	ENCODE Processing Pipeline	a2910e76c630f09cb73f1015633b84ff		https://www.encodeproject.org/files/ENCFF395KPJ/@@download/ENCFF395KPJ.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/c7d94193-0c73-4b90-8014-ca768e601604/ENCFF395KPJ.bed.gz	NA	NA	NA	NA
ENCFF547POU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BLW	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	EP300-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF397JOR, ENCFF906ESV, ENCFF908HDQ	549606	ENCODE Processing Pipeline	413e4eb5d23e404dfb66b7c3d8069a71		https://www.encodeproject.org/files/ENCFF547POU/@@download/ENCFF547POU.bed.gz	hg19	NA			released	s3://encode-public/2017/07/07/a7347ba0-06e6-49c6-b90d-34f711b2c738/ENCFF547POU.bed.gz	NA	NA	NA	NA
ENCFF693ZGN	bed narrowPeak	optimal IDR thresholded peaks	ENCSR369YUK	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/FOXP1-human/	NA	NA	NA	FOXP1-human	DNA	NA	NA			False	2018-02-10	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF008BOV, ENCFF159DSQ, ENCFF660FMW	463802	ENCODE Processing Pipeline	e0d02beb59896aa64b1a1d4afe6698b0		https://www.encodeproject.org/files/ENCFF693ZGN/@@download/ENCFF693ZGN.bed.gz	hg19	NA			released	s3://encode-public/2018/02/09/fa5a2f83-6586-41b3-a338-1a3828b89576/ENCFF693ZGN.bed.gz	NA	NA	NA	NA
ENCFF874EVS	bed narrowPeak	optimal IDR thresholded peaks	ENCSR331ORD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/CREB1-human/	NA	NA	NA	CREB1-human	DNA	NA	NA			False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF269RLS, ENCFF628ATN, ENCFF680TBL	477282	ENCODE Processing Pipeline	be71f391e60994a025c0662242be27ff		https://www.encodeproject.org/files/ENCFF874EVS/@@download/ENCFF874EVS.bed.gz	hg19	NA			released	s3://encode-public/2016/06/13/0b9a3c93-f630-4489-bb02-c404ab2fd263/ENCFF874EVS.bed.gz	NA	NA	NA	NA
ENCFF573ALP	bed narrowPeak	optimal IDR thresholded peaks	ENCSR334KIQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	SP1-human	DNA	NA	NA			False	2016-10-31	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF894JDZ, ENCFF894RIX, ENCFF904OAW	35549	ENCODE Processing Pipeline	e3b333943669cf298b44651490ef0df4		https://www.encodeproject.org/files/ENCFF573ALP/@@download/ENCFF573ALP.bed.gz	hg19	NA			released	s3://encode-public/2016/09/01/b35e3ac7-59d7-401c-9644-11e14565a7b7/ENCFF573ALP.bed.gz	NA	NA	NA	NA
ENCFF297BXM	bed narrowPeak	optimal IDR thresholded peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	NFE2L2-human	DNA	NA	NA			False	2014-07-07	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF126HBJ, ENCFF144BHZ, ENCFF596MOA	170579	ENCODE Processing Pipeline	bee2941bec91c7c87a5e2348f00cbff5		https://www.encodeproject.org/files/ENCFF297BXM/@@download/ENCFF297BXM.bed.gz	hg19	NA			released	s3://encode-public/2018/02/26/415f3af9-f213-4714-a69b-b75d686cac05/ENCFF297BXM.bed.gz	NA	NA	NA	NA
ENCFF421SEJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EDN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	MAZ-human	DNA	NA	NA			False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF479LKN, ENCFF668ITU, ENCFF969CUT	285287	ENCODE Processing Pipeline	5b4317e08a15d3d41a087c68fcdcf641		https://www.encodeproject.org/files/ENCFF421SEJ/@@download/ENCFF421SEJ.bed.gz	hg19	NA			released	s3://encode-public/2016/12/14/fc96953a-6a7a-41d4-a836-2be5575e8444/ENCFF421SEJ.bed.gz	NA	NA	NA	NA
